Station,Date,Time,Grade,Celsius,pH,DO,CODMn,NH,TP,TN,EC,TU,Chla,AD
Tuoshan,2022/1/6 8:00,5.33 ,4,7.21,8.44,12.105,3.367,0.025,0.0545,0.631,375.98,61.367,0.00548,9387271
Xidong,2022/1/6 8:00,5.33 ,4,9.33,8.14,11.488,1.891,0.025,0.0689,1.986,388.9,35.6,0.00484,5203260
Wuguishan,2022/1/6 12:00,5.50 ,4,8.3,8.209,11.579,3.623,0.025,0.0701,1.046,396.23,50.456,0.01758,30153600
Wulihuxin,2022/1/6 12:00,5.50 ,,7.13,8.013,11.46,,0.2873,0.0572,1.314,443.326,12.153,0.02194,3927930
Lanshanzui,2022/1/6 12:00,5.50 ,4,7.52,7.657,11.347,5.119,0.3657,0.0989,2.245,552.156,49.84,0.00568,3656950
Tuoshan,2022/1/6 12:00,5.50 ,4,7.39,8.419,12.164,3.402,0.025,0.0579,0.737,388.9,59.793,0.00537,8885673
Xidong,2022/1/6 12:00,5.50 ,4,9.53,8.17,11.629,1.972,0.025,0.0677,1.987,388.5,34.2,0.00576,6251830
Wuguishan,2022/1/6 16:00,5.67 ,4,8.41,8.193,11.55,3.952,0.025,0.0578,1.039,394.61,41.485,0.01868,28585900
Wulihuxin,2022/1/6 16:00,5.67 ,,7.22,8.053,11.553,,0.2589,0.0568,1.252,441.856,13.221,0.02471,3935380
Lanshanzui,2022/1/6 16:00,5.67 ,,,,,5.158,0.3602,0.0906,2.247,,,,
Tuoshan,2022/1/6 16:00,5.67 ,4,7.55,8.493,12.26,3.554,0.025,0.0552,0.768,386.178,69.09,0.00542,10554180
Xidong,2022/1/6 16:00,5.67 ,4,9.39,8.19,11.808,2.026,0.025,0.0638,1.972,388.1,34.8,0.00632,6782910
Wuguishan,2022/1/6 20:00,5.83 ,3,8.31,8.156,11.469,3.254,0.025,0.0465,1.018,395.984,33.86,0.01391,20113800
Wulihuxin,2022/1/6 20:00,5.83 ,,7.13,8.061,11.487,,0.1728,0.0574,1.095,436.618,12.397,0.02897,4601990
Lanshanzui,2022/1/6 20:00,5.83 ,4,7.64,7.676,11.27,5.282,0.3522,0.0889,2.203,545.773,38.27,0.01043,5755260
Tuoshan,2022/1/6 20:00,5.83 ,4,7.42,8.488,12.28,3.748,0.025,0.058,0.78,389.131,65.715,0.00618,12129830
Xuhuxin,2022/1/6 20:00,5.83 ,,8.25,7.769,11.199,,0.0253,0.0268,0.76,390.877,20.042,0.004,1711430
Xidong,2022/1/6 20:00,5.83 ,4,9.11,8.18,11.837,1.97,0.025,0.0595,1.931,389,33.4,0.00709,7873670
Wuguishan,2022/1/7 0:00,6.00 ,3,8.13,8.15,11.446,3.254,0.025,0.0481,1.055,394.571,34.816,0.013,19682700
Wulihuxin,2022/1/7 0:00,6.00 ,,7.33,8.119,11.29,,0.0501,0.053,0.836,433.655,8.839,0.02602,5522880
Lanshanzui,2022/1/7 0:00,6.00 ,4,7.38,7.651,11.258,5.282,0.3701,0.0934,2.25,554.983,38.63,0.00895,5934550
Tuoshan,2022/1/7 0:00,6.00 ,4,7.34,8.425,11.874,3.748,0.025,0.0606,0.715,392.895,71.826,0.00549,9391261
Xuhuxin,2022/1/7 0:00,6.00 ,,8.4,7.773,11.006,,0.0272,0.0197,0.335,391.58,25.519,0.0029,1670670
Xidong,2022/1/7 0:00,6.00 ,4,8.97,8.18,11.768,1.97,0.025,0.0595,1.931,389.4,32.5,0.00756,8078990
Wuguishan,2022/1/7 4:00,6.17 ,3,7.94,8.144,11.431,3.152,0.025,0.0348,0.997,392.844,27.237,0.01214,16279100
Wulihuxin,2022/1/7 4:00,6.17 ,,7.2,8.053,11.045,,0.1088,0.0553,0.927,434.44,8.052,0.02368,4739790
Lanshanzui,2022/1/7 4:00,6.17 ,5,7.19,7.628,11.16,5.787,0.4038,0.1006,2.265,564.054,41.8,0.00761,5006150
Tuoshan,2022/1/7 4:00,6.17 ,4,7.13,8.441,11.926,3.151,0.025,0.056,0.714,388.44,73.075,0.00636,9461200
Xuhuxin,2022/1/7 4:00,6.17 ,2,7.74,7.761,11.086,2.549,0.0321,0.019,0.894,391.318,16.318,0.00353,1769650
Xidong,2022/1/7 4:00,6.17 ,4,8.7,8.18,11.765,2.018,0.025,0.0589,1.896,389.8,32.6,0.01099,8557890
Wuguishan,2022/1/7 8:00,6.33 ,3,7.78,8.154,11.475,2.859,0.025,0.0366,0.994,390.602,24.592,0.01334,15946700
Wulihuxin,2022/1/7 8:00,6.33 ,,7.03,8.015,11.059,,0.094,0.0497,0.785,433.609,10.243,0.02589,3546370
Lanshanzui,2022/1/7 8:00,6.33 ,4,7.04,7.663,11.232,5.328,0.3477,0.0834,2.263,546.571,38.98,0.00704,5012040
Tuoshan,2022/1/7 8:00,6.33 ,4,7.03,8.45,11.935,3.376,0.025,0.0548,0.82,400.126,74.05,0.00556,9280062
Xidong,2022/1/7 8:00,6.33 ,4,8.39,8.17,11.719,1.969,0.025,0.06,1.871,391.2,33,0.00894,8914690
Wuguishan,2022/1/7 12:00,6.50 ,3,7.08,8.186,11.5,3.285,0.025,0.0394,0.995,394.556,25.024,0.01505,16728800
Wulihuxin,2022/1/7 12:00,6.50 ,,7.54,8.135,11.648,,0.0487,0.0433,0.714,429.611,9.794,0.01821,3840810
Lanshanzui,2022/1/7 12:00,6.50 ,4,7.42,7.715,11.454,5.369,0.3612,0.0886,2.32,554.302,37.11,0.00755,4895060
Tuoshan,2022/1/7 12:00,6.50 ,3,7.71,8.526,12.396,3.39,0.025,0.0458,0.909,402.584,85.378,0.0053,8971570
Xidong,2022/1/7 12:00,6.50 ,4,8.67,8.21,12.041,1.969,0.025,0.0572,1.887,390.8,32.9,0.01114,12251500
Wuguishan,2022/1/7 16:00,6.67 ,3,7.24,8.192,11.508,2.979,0.025,0.0398,0.996,396.47,21.368,0.01247,16896300
Wulihuxin,2022/1/7 16:00,6.67 ,3,7.51,8.27,12.328,2.985,0.0642,0.0495,0.761,430.683,9.569,0.02757,4696140
Lanshanzui,2022/1/7 16:00,6.67 ,4,7.73,7.825,11.855,5.964,0.3031,0.0856,2.276,540.437,31.56,0.01194,6483470
Tuoshan,2022/1/7 16:00,6.67 ,3,7.88,8.152,12.24,3.531,0.025,0.0491,0.869,421.864,14.176,0.00615,9619348
Xuhuxin,2022/1/7 16:00,6.67 ,2,8.23,7.862,11.76,2.7,0.0388,0.0187,0.257,387.848,15.217,0.00326,1854480
Xidong,2022/1/7 16:00,6.67 ,4,9.88,8.25,12.037,1.939,0.025,0.0649,1.914,391.6,31.8,0.00942,9939350
Wuguishan,2022/1/7 20:00,6.83 ,3,7.17,8.188,11.489,2.831,0.025,0.0323,0.966,397.506,19.445,0.01414,13381900
Wulihuxin,2022/1/7 20:00,6.83 ,4,7.63,8.186,11.782,2.771,0.0786,0.0504,0.871,432.369,9.4,0.02873,5217710
Lanshanzui,2022/1/7 20:00,6.83 ,4,7.71,7.711,11.109,4.467,0.2565,0.0756,2.157,524.298,32.46,0.00833,6185160
Tuoshan,2022/1/7 20:00,6.83 ,4,7.96,8.096,11.503,3.913,0.025,0.052,0.99,422.331,9.073,0.00618,8475301
Xuhuxin,2022/1/7 20:00,6.83 ,2,8.5,7.831,11.387,2.414,0.0304,0.0194,0.451,388.685,13.154,0.00279,1891160
Xidong,2022/1/7 20:00,6.83 ,4,10.05,8.19,11.63,1.953,0.025,0.0642,1.89,392.4,33.4,0.00886,9409010
Wuguishan,2022/1/8 0:00,7.00 ,3,7.06,8.172,11.471,2.831,0.025,0.0323,0.966,395.944,19.61,0.01156,17952900
Wulihuxin,2022/1/8 0:00,7.00 ,4,7.34,8.14,11.674,2.771,0.0905,0.0504,0.871,433.376,11.554,0.02988,5016300
Lanshanzui,2022/1/8 0:00,7.00 ,4,7.64,7.656,10.626,4.467,0.2571,0.0756,2.157,521.793,31.52,0.00614,4106830
Tuoshan,2022/1/8 0:00,7.00 ,4,7.47,8.153,12.692,3.913,0.025,0.052,0.99,419.273,15.497,0.00788,9579581
Xuhuxin,2022/1/8 0:00,7.00 ,2,8.37,7.798,11.329,2.414,0.0286,0.0194,0.451,387.737,14.061,0.00273,1742170
Xidong,2022/1/8 0:00,7.00 ,4,9.73,8.19,11.622,1.899,0.025,0.0662,1.911,392.5,32.8,,
Wuguishan,2022/1/8 4:00,7.17 ,3,7.04,8.169,11.414,2.879,0.025,0.0312,1.049,394.377,17.66,0.01155,12199900
Wulihuxin,2022/1/8 4:00,7.17 ,4,7.43,8.09,11.367,2.821,0.0783,0.0527,0.955,434.033,9.082,0.02885,4929770
Lanshanzui,2022/1/8 4:00,7.17 ,4,7.25,7.7,11.378,4.789,0.2916,0.0791,2.147,537.328,30.46,0.0095,4236900
Tuoshan,2022/1/8 4:00,7.17 ,3,7.28,8.158,12.353,3.765,0.025,0.0474,0.94,420.333,12.276,0.00735,8795803
Xuhuxin,2022/1/8 4:00,7.17 ,2,8.18,7.783,11.212,2.697,0.032,0.017,0.442,387.395,13.608,0.00357,1956060
Xidong,2022/1/8 4:00,7.17 ,4,9.44,8.18,11.662,1.888,0.025,0.0647,1.882,392.1,31.6,0.01292,11462600
Wuguishan,2022/1/8 8:00,7.33 ,3,6.97,8.162,11.401,2.914,0.0272,0.0279,0.53,393.989,16.375,0.01123,11744500
Wulihuxin,2022/1/8 8:00,7.33 ,3,7.34,8.081,11.389,2.901,0.0572,0.0479,0.659,432.483,10.168,0.02689,4307210
Lanshanzui,2022/1/8 8:00,7.33 ,4,7.17,7.701,11.337,4.48,0.3355,0.0697,2.192,536.826,28.77,0.00776,3746280
Tuoshan,2022/1/8 8:00,7.33 ,3,7.15,8.146,12.401,3.712,0.025,0.0441,0.83,419.245,12.451,0.00669,8513225
Xuhuxin,2022/1/8 8:00,7.33 ,2,8.18,7.776,11.06,2.64,0.0343,0.0182,0.642,388.408,16.351,0.00329,2134730
Xidong,2022/1/8 8:00,7.33 ,4,9.52,8.17,11.456,1.904,0.025,0.0645,1.882,392.1,33.3,0.01421,11598000
Wuguishan,2022/1/8 12:00,7.50 ,3,7.41,8.223,11.569,2.856,0.025,0.0282,0.922,399.012,13.145,0.013,10476300
Wulihuxin,2022/1/8 12:00,7.50 ,4,7.51,8.108,11.579,2.793,0.1071,0.0509,0.999,435.515,8.689,0.01796,3973590
Lanshanzui,2022/1/8 12:00,7.50 ,4,7.64,7.729,11.431,4.772,0.4192,0.0836,2.367,562.516,27.06,0.00847,4240210
Tuoshan,2022/1/8 12:00,7.50 ,3,7.39,8.156,12.291,3.674,0.025,0.0488,0.883,414.035,13.384,0.00494,9233918
Xuhuxin,2022/1/8 12:00,7.50 ,2,8.52,7.688,10.605,2.626,0.0339,0.0192,0.469,387.589,11.466,0.00109,1091210
Xidong,2022/1/8 12:00,7.50 ,4,9.76,8.16,11.451,1.646,0.025,0.0652,1.89,391.7,32.6,0.01421,10689700
Wuguishan,2022/1/8 16:00,7.67 ,3,7.69,8.337,11.885,2.642,0.025,0.0275,0.536,401.197,12.788,0.02911,13714000
Wulihuxin,2022/1/8 16:00,7.67 ,3,7.95,8.239,12.007,3.936,0.0832,0.0473,0.65,437.154,9.869,0.02823,4854170
Lanshanzui,2022/1/8 16:00,7.67 ,4,7.75,7.701,11.283,4.603,0.4011,0.0741,2.399,549.759,26.21,0.00892,3235460
Tuoshan,2022/1/8 16:00,7.67 ,3,7.89,8.055,11.244,3.808,0.025,0.0458,0.884,413.944,9.543,0.00422,7928180
Xuhuxin,2022/1/8 16:00,7.67 ,2,8.82,7.734,10.683,2.865,0.0307,0.0185,0.414,388.012,12.444,0.00137,1499560
Xidong,2022/1/8 16:00,7.67 ,4,10.15,8.19,11.45,1.888,0.025,0.0637,1.899,391.2,32.4,0.01788,11768700
Wuguishan,2022/1/8 20:00,7.83 ,3,7.28,8.249,11.613,2.676,0.025,0.0264,0.52,396.962,11.36,0.02048,9560750
Wulihuxin,2022/1/8 20:00,7.83 ,3,7.67,8.225,11.965,3.686,0.0841,0.0497,0.932,438.336,8.108,0.02788,6023270
Lanshanzui,2022/1/8 20:00,7.83 ,4,7.96,7.663,10.882,4.823,0.4045,0.0669,2.337,551.424,23.32,0.00994,3364860
Tuoshan,2022/1/8 20:00,7.83 ,3,7.93,7.765,9.139,3.629,0.025,0.0468,0.877,414.628,9.223,0.00149,7867515
Xuhuxin,2022/1/8 20:00,7.83 ,2,8.78,7.673,9.873,2.914,0.0325,0.0189,0.392,388.614,8.365,0.00136,1278430
Xidong,2022/1/8 20:00,7.83 ,4,10,8.16,11.419,1.888,0.025,0.0656,1.906,391.2,32.8,0.01808,14795500
Wuguishan,2022/1/9 0:00,8.00 ,3,7.28,8.231,11.576,2.676,0.025,0.0275,0.468,397.115,10.116,0.01923,9694150
Wulihuxin,2022/1/9 0:00,8.00 ,3,7.55,8.052,11.273,3.686,0.0883,0.0496,0.906,439.533,9.251,0.02555,5272560
Lanshanzui,2022/1/9 0:00,8.00 ,4,8.02,7.634,10.641,4.823,0.4096,0.0763,2.301,555.374,22.26,0.01029,3655700
Tuoshan,2022/1/9 0:00,8.00 ,4,7.79,7.901,10.29,3.629,0.025,0.0514,0.863,409.866,9.22,0.00238,7855109
Xuhuxin,2022/1/9 0:00,8.00 ,2,8.71,7.553,9.116,2.914,0.0252,0.0195,0.387,389.118,7.042,0.00173,949332
Xidong,2022/1/9 0:00,8.00 ,4,9.82,8.14,11.337,1.949,0.025,0.065,1.908,390.8,33,0.0182,15322400
Wuguishan,2022/1/9 4:00,8.17 ,2,7.25,8.21,11.514,3.287,0.025,0.0233,0.472,395.938,12.143,0.01771,9985090
Wulihuxin,2022/1/9 4:00,8.17 ,4,7.41,8.057,11.283,3.398,0.094,0.0524,0.942,439.177,11.329,0.02764,4572200
Lanshanzui,2022/1/9 4:00,8.17 ,4,7.96,7.606,10.756,4.546,0.4209,0.0772,2.295,559.875,22.12,0.00741,3882030
Tuoshan,2022/1/9 4:00,8.17 ,4,7.38,8.107,12.297,3.635,0.025,0.0577,0.812,406.851,13.493,0.00629,12049300
Xuhuxin,2022/1/9 4:00,8.17 ,2,8.65,7.543,9.143,2.674,0.0254,0.0202,0.344,388.624,7.979,0.00169,948031
Xidong,2022/1/9 4:00,8.17 ,4,9.58,8.13,11.296,1.948,0.025,0.0637,1.924,390.9,31.7,0.02032,16469200
Wuguishan,2022/1/9 8:00,8.33 ,2,7.23,8.205,11.49,2.625,0.025,0.0247,0.597,391.298,10.501,0.02089,10337400
Wulihuxin,2022/1/9 8:00,8.33 ,3,7.41,8.005,11.168,3.608,0.0965,0.049,0.762,440.065,12.565,0.02832,4492980
Lanshanzui,2022/1/9 8:00,8.33 ,4,7.81,7.607,10.547,4.57,0.4709,0.0716,2.378,566.547,24.36,0.0077,3260230
Tuoshan,2022/1/9 8:00,8.33 ,3,7.39,8.104,12.019,3.886,0.025,0.048,0.778,404.605,14.461,0.00581,10079970
Xuhuxin,2022/1/9 8:00,8.33 ,2,8.59,7.566,8.926,2.853,0.0423,0.0198,0.189,388.955,8.992,0.00236,1019650
Xidong,2022/1/9 8:00,8.33 ,4,9.52,8.12,11.245,1.815,0.025,0.065,1.908,391.3,32.7,0.02224,17852300
Wuguishan,2022/1/9 12:00,8.50 ,3,7.51,8.26,11.641,2.497,0.025,0.0256,0.493,394.338,8.427,0.01209,8683570
Wulihuxin,2022/1/9 12:00,8.50 ,3,7.82,8.066,11.351,3.508,0.1103,0.0455,1.015,440.972,9.494,0.01338,3746520
Lanshanzui,2022/1/9 12:00,8.50 ,4,8.23,7.683,10.956,4.451,0.4795,0.0775,2.365,569.599,22.35,0.00672,4053230
Tuoshan,2022/1/9 12:00,8.50 ,3,8.05,8.017,10.97,3.401,0.025,0.0448,0.828,406.938,9.642,0.00198,7540642
Xuhuxin,2022/1/9 12:00,8.50 ,2,8.69,7.574,9.009,2.561,0.0337,0.0198,0.361,388.534,10.167,0.00304,1057850
Xidong,2022/1/9 12:00,8.50 ,4,9.83,8.12,11.194,1.888,0.025,0.0658,1.924,391.8,32.2,0.02711,19386900
Wuguishan,2022/1/9 16:00,8.67 ,3,7.96,8.327,11.943,2.536,0.025,0.0272,0.574,399.687,9.483,0.02205,9612320
Wulihuxin,2022/1/9 16:00,8.67 ,4,7.68,8.148,11.703,3.658,0.1029,0.0513,0.997,439.769,10.262,0.02866,4974980
Lanshanzui,2022/1/9 16:00,8.67 ,4,8.42,7.683,11.064,4.703,0.4485,0.0771,2.34,563.032,21.88,0.0062,4496210
Tuoshan,2022/1/9 16:00,8.67 ,4,8.34,8.175,11.735,4.032,0.025,0.0514,0.876,400.662,8.974,0.0057,8866387
Xuhuxin,2022/1/9 16:00,8.67 ,2,9.08,7.727,10.641,2.842,0.0323,0.0194,0.425,386.853,15.871,0.00302,1764350
Xidong,2022/1/9 16:00,8.67 ,4,10.15,8.15,11.296,1.905,0.025,0.0663,1.916,393.6,32.4,0.02978,20616000
Wuguishan,2022/1/9 20:00,8.83 ,2,7.6,8.275,11.735,2.757,0.025,0.0236,0.539,396.153,10.158,0.02191,16437900
Wulihuxin,2022/1/9 20:00,8.83 ,3,7.63,8.059,11.311,3.453,0.1071,0.0489,0.975,441.22,8.464,0.03131,5028110
Lanshanzui,2022/1/9 20:00,8.83 ,4,8.13,7.64,10.929,4.429,0.4658,0.0758,2.344,568.377,21.67,0.00715,3519710
Tuoshan,2022/1/9 20:00,8.83 ,3,8.39,7.822,9.563,3.576,0.025,0.0474,0.915,416.62,5.964,0.00119,7504294
Xuhuxin,2022/1/9 20:00,8.83 ,2,9.03,7.629,9.722,2.854,0.0331,0.0199,0.33,387.956,8.549,0.00047,880665
Xidong,2022/1/9 20:00,8.83 ,4,10.22,8.12,11.185,1.883,0.025,0.0645,1.914,394.4,32.5,0.03256,21962100
Wulihuxin,2022/1/10 0:00,9.00 ,4,7.59,8.044,11.065,3.453,0.102,0.0517,0.977,441.2,8.801,0.0563,5095600
Lanshanzui,2022/1/10 0:00,9.00 ,4,8.25,7.582,10.42,4.429,0.4747,0.078,2.34,568.661,19.17,0.0072,3056520
Tuoshan,2022/1/10 0:00,9.00 ,3,8.09,7.667,6.435,3.576,0.025,0.0459,0.85,413.147,7.999,0.00208,7562263
Xuhuxin,2022/1/10 0:00,9.00 ,2,8.97,7.58,9.501,2.854,0.0287,0.0191,0.385,388.593,8.223,0.00105,879538
Xidong,2022/1/10 0:00,9.00 ,4,9.94,8.13,11.131,1.634,0.025,0.0654,1.933,394.4,32,0.03533,22616900
Wuguishan,2022/1/10 4:00,9.17 ,2,7.49,8.23,11.623,2.704,0.025,0.0232,0.461,398.481,9.232,0.02368,8583730
Wulihuxin,2022/1/10 4:00,9.17 ,4,7.55,8.018,10.921,3.472,0.0896,0.0567,1.065,440.78,8.708,0.0465,7125700
Lanshanzui,2022/1/10 4:00,9.17 ,4,8.23,7.556,9.996,4.439,0.4802,0.0773,2.343,571.105,18.58,0.0066,3085580
Tuoshan,2022/1/10 4:00,9.17 ,4,8.02,7.418,4.328,3.44,0.025,0.0429,0.774,414.326,6.789,0.00242,7606898
Xuhuxin,2022/1/10 4:00,9.17 ,2,8.88,7.564,9.016,2.798,0.0308,0.0215,0.814,388.998,11.371,0.00064,951409
Xidong,2022/1/10 4:00,9.17 ,4,9.84,8.11,11.037,1.839,0.025,0.0647,1.904,394.1,32.3,0.03747,23417100
Wuguishan,2022/1/10 8:00,9.33 ,2,7.41,8.201,11.523,2.664,0.025,0.0226,0.579,398.852,10.303,0.01695,12575400
Wulihuxin,2022/1/10 8:00,9.33 ,3,7.5,8.024,10.979,3.671,0.0774,0.0482,0.736,440.079,9.681,0.03769,5160740
Lanshanzui,2022/1/10 8:00,9.33 ,4,8.18,7.54,10.019,4.391,0.4924,0.0666,2.368,570.608,17.75,0.01197,3215670
Tuoshan,2022/1/10 8:00,9.33 ,5,7.97,7.233,2.285,3.441,0.025,0.04,0.741,415.577,7.181,0.00237,7758146
Xuhuxin,2022/1/10 8:00,9.33 ,2,8.8,7.561,8.933,2.961,0.0321,0.0231,0.702,389.275,11.583,0.00087,1059770
Xidong,2022/1/10 8:00,9.33 ,4,9.8,8.09,10.942,1.896,0.025,0.0645,1.914,393.7,32.2,0.04298,25651700
Wuguishan,2022/1/10 12:00,9.50 ,3,7.59,8.238,11.642,2.808,0.025,0.0263,0.52,400.468,8.455,0.01216,10527300
Wulihuxin,2022/1/10 12:00,9.50 ,4,7.47,8.104,11.295,3.739,0.0681,0.0542,0.939,439.111,9.663,0.02213,6803480
Lanshanzui,2022/1/10 12:00,9.50 ,4,7.88,7.588,10.883,4.631,0.469,0.0728,2.356,566.541,18.83,0.00672,2824240
Tuoshan,2022/1/10 12:00,9.50 ,3,7.72,8.003,11.269,3.468,0.025,0.0422,0.805,408.887,9.025,0.00296,7294372
Xuhuxin,2022/1/10 12:00,9.50 ,2,8.88,7.513,9.058,3.804,0.0295,0.0235,0.866,389.469,10.378,0.00266,1024570
Xidong,2022/1/10 12:00,9.50 ,,9.82,8.03,,1.899,0.025,0.0717,2.02,393.9,34,0.00017,1655150
Wuguishan,2022/1/10 16:00,9.67 ,2,7.5,8.249,11.671,2.757,0.025,0.0244,0.541,400.044,8.104,0.01841,8272200
Wulihuxin,2022/1/10 16:00,9.67 ,4,7.41,8.118,11.423,3.61,0.0679,0.0532,0.949,438.771,9.7,0.02571,6147410
Lanshanzui,2022/1/10 16:00,9.67 ,4,7.68,7.492,11.169,4.423,0.4497,0.0687,2.266,562.841,20.08,0.00608,3348250
Tuoshan,2022/1/10 16:00,9.67 ,3,8.14,7.819,10.71,3.857,0.025,0.0411,0.879,413.489,9.422,0.00324,7459115
Xuhuxin,2022/1/10 16:00,9.67 ,2,8.95,7.635,9.842,2.595,0.0319,0.0199,0.406,388.5,10.306,0.00092,1025750
Xidong,2022/1/10 16:00,9.67 ,4,10.02,8.08,10.47,1.879,0.025,0.0654,1.932,394.8,32.7,0.00024,1671550
Wuguishan,2022/1/10 20:00,9.83 ,2,7.39,8.197,11.565,2.908,0.025,0.023,0.469,398.592,11.291,0.01438,10648700
Wulihuxin,2022/1/10 20:00,9.83 ,4,7.34,8.036,11.088,3.474,0.069,0.0528,1.003,438.672,12.116,0.02225,5306400
Lanshanzui,2022/1/10 20:00,9.83 ,4,7.56,7.895,11.14,3.894,0.4471,0.0758,2.25,561.351,18.95,0.00381,3299430
Tuoshan,2022/1/10 20:00,9.83 ,4,7.57,8.211,12.622,3.581,0.025,0.0523,0.901,415.714,11.042,0.00751,8668554
Xuhuxin,2022/1/10 20:00,9.83 ,2,8.27,7.717,11.063,3.136,0.031,0.021,0.24,388.375,25.547,0.00344,3646710
Xidong,2022/1/10 20:00,9.83 ,4,9.81,8.07,10.098,1.898,0.025,0.0654,1.925,394.6,33.3,0.00193,2084750
Wulihuxin,2022/1/11 0:00,10.00 ,4,7.24,8.019,11.033,3.474,0.0714,0.0538,1.029,438.633,13.352,0.022,5617850
Lanshanzui,2022/1/11 0:00,10.00 ,4,7.42,7.864,11.125,3.894,0.4297,0.0778,2.242,555.695,23.93,0.0028,3043060
Tuoshan,2022/1/11 0:00,10.00 ,4,7.52,8.213,12.438,3.581,0.025,0.0556,0.942,418.578,13.404,0.0087,9572149
Xuhuxin,2022/1/11 0:00,10.00 ,2,8.06,7.744,11.314,3.136,0.0277,0.0236,0.861,388.127,28.599,0.00316,2216830
Xidong,2022/1/11 0:00,10.00 ,4,9.65,8.06,10.018,2.037,0.025,0.0638,1.984,400.1,35,0.00179,1994870
Wuguishan,2022/1/11 4:00,10.17 ,4,7.09,8.149,11.457,4.172,0.025,0.0645,1.127,394.812,68.171,0.01723,34137600
Wulihuxin,2022/1/11 4:00,10.17 ,4,7.03,7.996,11.013,3.402,0.071,0.0561,1.018,438.765,13.838,0.02207,5201160
Lanshanzui,2022/1/11 4:00,10.17 ,4,7.29,7.921,11.328,3.916,0.3642,0.0705,2.213,542.997,25.61,0.0033,3441690
Tuoshan,2022/1/11 4:00,10.17 ,4,7.35,8.152,12.378,3.629,0.025,0.0549,0.917,420.124,14.804,0.00805,9753497
Xuhuxin,2022/1/11 4:00,10.17 ,2,7.87,7.746,11.399,2.991,0.025,0.0227,0.821,387.565,37.487,0.00299,2572210
Xidong,2022/1/11 4:00,10.17 ,4,9.29,8.04,10.186,1.971,0.0288,0.0677,1.993,400.2,35,0.00174,2109200
Wuguishan,2022/1/11 8:00,10.33 ,4,6.79,8.121,11.446,3.972,0.025,0.076,1.136,394.175,71.282,0.01614,35229200
Wulihuxin,2022/1/11 8:00,10.33 ,4,6.99,7.977,10.967,3.582,0.0626,0.0505,0.786,438.369,13.539,0.01989,4236480
Lanshanzui,2022/1/11 8:00,10.33 ,4,7.04,7.781,11.344,4.048,0.2978,0.0684,2.219,524.569,36.07,0.00236,3305620
Tuoshan,2022/1/11 8:00,10.33 ,4,7.09,8.135,12.351,3.738,0.025,0.054,0.87,413.934,19.805,0.00684,9279444
Xuhuxin,2022/1/11 8:00,10.33 ,2,7.58,7.752,11.394,2.999,0.0348,0.0219,0.535,388.716,24.871,0.00284,3099170
Xidong,2022/1/11 8:00,10.33 ,4,8.9,8.1,10.319,1.955,0.025,0.066,1.968,400.2,33.5,0.00219,2110270
Wuguishan,2022/1/11 12:00,10.50 ,4,7.07,8.128,11.495,3.795,0.025,0.0633,1.127,396.073,60.721,0.01554,32290200
Wulihuxin,2022/1/11 12:00,10.50 ,3,7.12,8.002,11.188,3.294,0.0684,0.0499,1,438.215,13.146,0.01569,4416980
Lanshanzui,2022/1/11 12:00,10.50 ,4,7.4,7.883,11.504,3.832,0.2173,0.0621,2.195,505.306,31.4,0.00308,3298550
Tuoshan,2022/1/11 12:00,10.50 ,3,7.42,8.161,12.56,3.43,0.025,0.0499,0.99,427.035,12.813,0.00471,8486527
Xuhuxin,2022/1/11 12:00,10.50 ,2,7.95,7.788,11.686,2.812,0.0257,0.0201,0.291,388.774,23.125,0.0024,2538410
Xidong,2022/1/11 12:00,10.50 ,4,9,8.12,10.482,2.01,0.0255,0.0635,1.978,399.3,33.4,0.0019,2132530
Wuguishan,2022/1/11 16:00,10.67 ,4,7.3,8.142,11.529,3.778,0.025,0.0641,1.046,400.625,61.246,0.01492,30500200
Wulihuxin,2022/1/11 16:00,10.67 ,4,7.34,7.964,11.281,3.635,0.2175,0.0543,1.399,449.339,12.883,0.01681,3827990
Lanshanzui,2022/1/11 16:00,10.67 ,4,7.63,7.921,11.675,3.957,0.2089,0.0588,2.266,506.25,32.17,0.00394,3062230
Tuoshan,2022/1/11 16:00,10.67 ,4,7.71,8.232,12.817,3.65,0.025,0.0501,0.949,419.535,12.42,0.00525,8904244
Xuhuxin,2022/1/11 16:00,10.67 ,2,8.48,7.829,11.804,2.668,0.025,0.0205,0.374,389.026,22.023,0.00279,2154150
Xidong,2022/1/11 16:00,10.67 ,4,9.62,8.16,10.648,1.686,0.025,0.0602,1.935,399.5,33.8,0.00151,1913840
Wuguishan,2022/1/11 20:00,10.83 ,3,7.05,8.161,11.52,3.533,0.025,0.0443,1.038,396.284,43.944,0.01764,24319100
Wulihuxin,2022/1/11 20:00,10.83 ,4,7.2,7.965,11.223,3.414,0.1854,0.0537,1.326,446.734,11.704,0.01755,4096160
Lanshanzui,2022/1/11 20:00,10.83 ,3,7.38,7.97,11.751,3.985,0.2826,0.0497,2.249,528.645,26.6,0.00289,3039810
Tuoshan,2022/1/11 20:00,10.83 ,4,7.5,8.255,12.835,3.689,0.025,0.0532,0.904,405.251,14.603,0.00725,10725920
Xuhuxin,2022/1/11 20:00,10.83 ,2,8.12,7.845,11.751,2.876,0.0317,0.0177,0.321,389.261,17.926,0.00295,1959800
